633078,GBR,DIST,70,20
51934,EGY,FAIL,37,20
218479,AFG,PACL,47,18
937990,AUS,FAIL,4,22
15525,PAK,PACL,43,21
265643,EGY,FAIL,29,21
118415,IND,FAIL,31,20
229335,FRA,FAIL,34,18
436943,AUS,DIST,98,18
427210,AUS,FAIL,8,22
975086,EGY,DIST,73,21
897849,IND,FAIL,23,20
668710,GBR,FAIL,27,20
536546,IND,FAIL,17,18
707115,IND,DIST,85,20
124821,GBR,DIST,91,19
644701,FRA,PACL,42,20
673180,PAK,FAIL,29,19
347385,RSA,FAIL,19,18
304132,AUS,PACL,41,22
851473,RSA,PACL,49,18
39693,RSA,DIST,78,22
306713,USA,FAIL,18,20
210895,AFG,FAIL,36,18
715803,IND,PACL,48,22
30581,PAK,FAIL,24,19
927588,USA,SECL,51,20
794605,IND,DIST,79,21
588167,AUS,FICL,69,18
429610,FRA,DIST,86,18
252071,FRA,SECL,57,20
571507,AFG,DIST,75,22
873209,AUS,FAIL,11,22
434037,PAK,FAIL,14,20
257946,EGY,FAIL,29,19
869174,RSA,FAIL,17,22
77384,RSA,FAIL,32,18
10621,AFG,FAIL,27,22
729937,EGY,DIST,82,21
818139,USA,DIST,72,18
917723,GBR,FICL,65,22
161857,PAK,SECL,58,18
227255,IND,DIST,84,18
786500,AUS,FICL,67,20
149985,RSA,SECL,55,22
380015,AFG,FAIL,14,20
801766,USA,FAIL,3,21
738387,GBR,DIST,95,20
498084,FRA,DIST,96,22
54609,AUS,FAIL,39,21
845926,GBR,FAIL,27,19
30662,AFG,DIST,85,20
974514,AUS,FAIL,36,19
35801,EGY,DIST,83,22
138676,USA,FAIL,23,21
487773,IRQ,FAIL,31,21
948344,AUS,FAIL,19,18
344195,FRA,FAIL,6,21
822945,AUS,FAIL,22,21
319917,IRQ,SECL,51,20
982934,AUS,FAIL,11,21
56036,AUS,FAIL,17,21
846081,PAK,DIST,92,22
526941,IRQ,FAIL,18,19
898989,AFG,SECL,55,18
652517,AUS,FAIL,13,20
415264,AUS,FAIL,13,18
532276,AUS,FAIL,19,22
43571,PAK,FAIL,4,19
443679,IND,FICL,62,22
466013,GBR,DIST,80,18
109214,AFG,FAIL,12,19
184254,PAK,FICL,64,22
963154,PAK,DIST,72,21
736473,AUS,SECL,56,22
692562,EGY,SECL,54,22
552360,AFG,DIST,92,21
500411,EGY,DIST,96,18
730044,USA,FAIL,29,21
240850,AFG,FAIL,3,19
61225,AFG,DIST,90,22
975902,FRA,PACL,45,21
103775,FRA,DIST,70,21
835246,FRA,DIST,87,22
109885,PAK,PACL,45,18
95886,AUS,DIST,78,20
309290,USA,FAIL,35,21
617168,RSA,DIST,84,19
336321,USA,FAIL,3,19
948697,GBR,PACL,48,22
444629,RSA,FICL,62,18
24614,EGY,SECL,59,20
437943,FRA,FAIL,14,22
265930,IRQ,DIST,97,22
955190,AFG,FAIL,28,21
806400,FRA,FAIL,29,20
771691,GBR,DIST,85,21
125667,IRQ,FICL,67,19
388129,AUS,PACL,44,20
813347,EGY,FAIL,16,20
841032,AUS,FAIL,21,21
967049,IRQ,DIST,72,20
837698,FRA,DIST,90,22
465162,IND,DIST,72,22
192914,FRA,FAIL,34,19
950609,FRA,PACL,48,22
978008,GBR,FICL,69,18
254257,IRQ,DIST,100,19
216444,GBR,FAIL,39,22
950500,PAK,FICL,60,21
796599,GBR,FAIL,38,20
963282,PAK,PACL,42,20
412266,USA,DIST,93,21
86924,IRQ,FAIL,11,19
324350,AUS,FAIL,11,22
833691,AFG,FAIL,6,20
302350,AFG,FICL,64,22
956324,FRA,FAIL,18,21
801711,AFG,FICL,64,22
898582,GBR,DIST,96,20
629367,AFG,FAIL,20,18
594768,FRA,DIST,87,18
993724,IRQ,SECL,59,18
753854,AUS,DIST,91,21
41181,USA,FICL,68,20
54024,AUS,DIST,73,19
121331,RSA,DIST,95,22
675218,AUS,FAIL,33,18
857538,IRQ,DIST,88,21
555973,PAK,FAIL,5,19
494198,EGY,PACL,41,22
418593,GBR,DIST,89,19
710971,RSA,DIST,84,18
811352,PAK,FAIL,29,18
788211,FRA,FICL,66,19
163077,PAK,DIST,91,20
313980,IND,DIST,78,22
782077,PAK,FAIL,21,21
342005,GBR,FICL,61,21
82934,RSA,DIST,80,22
13721,AFG,FAIL,22,21
223160,GBR,FAIL,9,19
672394,RSA,FAIL,21,19
285231,PAK,FAIL,1,21
58071,USA,FAIL,5,19
894313,IRQ,SECL,58,22
857704,EGY,FAIL,37,19
443272,AFG,FICL,60,19
177375,PAK,FICL,67,21
400796,USA,FICL,65,21
508418,IND,FICL,66,22
782224,FRA,DIST,84,19
834926,GBR,FAIL,35,22
929812,PAK,SECL,54,22
317636,USA,SECL,58,18
434096,PAK,PACL,49,20
506579,GBR,SECL,53,20
91033,IND,FICL,60,19
35624,PAK,FICL,60,20
32569,EGY,FAIL,25,20
383885,IRQ,SECL,51,22
132859,AFG,DIST,94,21
810676,PAK,DIST,73,18
232804,USA,DIST,75,22
359791,AUS,FAIL,8,18
415200,AFG,FICL,63,18
628582,FRA,DIST,77,20
623383,IND,FAIL,14,18
829124,RSA,DIST,93,18
915006,FRA,DIST,98,21
966421,IRQ,FICL,60,20
230218,IRQ,FAIL,0,19
811775,FRA,DIST,98,19
657023,FRA,DIST,82,21
813485,GBR,FAIL,10,21
101465,IRQ,PACL,43,21
38553,IRQ,DIST,82,20
140379,AUS,FAIL,36,22
425022,AFG,PACL,42,22
854107,RSA,FAIL,39,21
842608,PAK,FAIL,36,20
666632,IND,FAIL,22,19
457341,USA,DIST,94,20
250539,IRQ,DIST,76,22
565428,AFG,SECL,53,20
608571,IRQ,DIST,80,20
865631,IRQ,FAIL,39,19
713679,AUS,FICL,65,19
271835,RSA,FAIL,24,19
247738,GBR,FAIL,3,22
226558,USA,DIST,97,19
795454,IRQ,FAIL,28,21
863472,AFG,PACL,47,22
80715,AUS,FAIL,30,21
364300,AFG,DIST,85,19
967441,RSA,FAIL,11,21
410324,RSA,FICL,67,20
44284,GBR,FAIL,1,18
460558,GBR,DIST,79,18
960160,PAK,PACL,44,20
882440,FRA,FICL,62,22
511158,FRA,DIST,92,21
349073,GBR,FICL,67,21
331973,RSA,FICL,63,20
802153,GBR,FAIL,28,22
939247,IRQ,FAIL,22,20
192646,GBR,DIST,73,21
165291,IRQ,DIST,83,18
220944,USA,FICL,64,18
816406,GBR,DIST,77,22
743773,GBR,PACL,49,20
905436,AUS,DIST,70,18
808,PAK,DIST,72,20
108542,GBR,PACL,42,18
461503,IRQ,FAIL,20,18
195674,AFG,FAIL,22,20
735078,USA,DIST,90,18
914165,FRA,DIST,89,21
277558,PAK,DIST,78,19
614453,EGY,DIST,94,22
234545,IRQ,DIST,93,21
67313,GBR,FAIL,9,20
458018,AUS,FAIL,35,20
818548,RSA,FAIL,0,22
530118,RSA,FAIL,20,20
1528,IND,FAIL,26,22
17425,GBR,FAIL,8,18
842629,AUS,FAIL,13,18
327970,AFG,FAIL,17,19
670113,PAK,FAIL,3,18
912572,PAK,SECL,59,21
712397,GBR,FAIL,2,21
286399,FRA,DIST,95,21
866607,RSA,FAIL,2,21
46814,AFG,PACL,43,22
109550,USA,DIST,73,19
816667,PAK,FAIL,9,21
906175,AFG,DIST,98,22
484643,FRA,FAIL,28,18
276341,GBR,FAIL,9,20
164080,EGY,FAIL,29,20
790586,EGY,SECL,59,18
456494,IND,DIST,95,22
534930,IND,FICL,67,19
546829,FRA,DIST,74,19
866033,RSA,PACL,43,18
371452,PAK,DIST,95,21
129229,USA,FAIL,23,22
241427,AFG,FAIL,19,20
611099,USA,FAIL,32,21
358627,GBR,FICL,69,19
907909,PAK,SECL,58,22
751959,GBR,FICL,62,21
317284,AUS,FAIL,13,21
295939,IND,FAIL,20,20
155592,GBR,DIST,77,21
792379,FRA,FAIL,25,20
567074,AUS,FAIL,28,19
820235,AFG,FAIL,24,21
640894,AFG,PACL,44,19
712577,AFG,FAIL,24,20
196245,USA,PACL,49,21
949887,RSA,DIST,75,19
855989,PAK,FAIL,10,22
236856,EGY,FAIL,22,21
209097,FRA,FAIL,31,18
133541,AUS,DIST,85,22
15617,AUS,SECL,56,20
651516,EGY,FAIL,39,21
173216,AUS,FAIL,7,18
617484,AUS,FAIL,23,18
258766,IRQ,SECL,50,19
622580,AUS,DIST,94,19
637316,AFG,FAIL,11,21
31146,AUS,FAIL,38,18
282387,IND,DIST,71,22
987943,GBR,FAIL,18,20
389253,EGY,FAIL,6,18
17540,EGY,FICL,63,22
166245,EGY,FAIL,29,21
738485,IND,DIST,96,18
103832,RSA,FAIL,10,19
592308,IND,FAIL,12,19
978120,FRA,DIST,91,18
36139,EGY,FAIL,32,20
731161,IND,FAIL,22,20
681593,USA,FAIL,32,20
676099,FRA,PACL,43,21
503562,EGY,DIST,83,21
209818,EGY,DIST,73,20
966068,RSA,FAIL,11,19
728230,RSA,DIST,90,20
894892,PAK,FAIL,3,21
264542,PAK,FAIL,0,21
47449,RSA,DIST,91,18
610027,AUS,PACL,49,20
707587,IND,SECL,59,21
397190,PAK,FAIL,5,18
106732,USA,FICL,62,22
462819,EGY,FAIL,25,19
973716,USA,FAIL,7,19
370227,AFG,DIST,90,22
535825,PAK,FAIL,26,22
160737,IRQ,PACL,43,22
716376,IRQ,DIST,94,22
952401,RSA,DIST,85,20
376729,EGY,DIST,92,22
549570,AUS,DIST,84,22
316459,USA,FAIL,21,20
903888,PAK,PACL,44,22
53611,RSA,DIST,72,20
259643,GBR,DIST,83,21
896198,AFG,FAIL,14,18
153477,AUS,SECL,54,20
527349,USA,FAIL,6,21
860369,EGY,PACL,40,18
914573,AUS,FAIL,10,20
488627,GBR,DIST,78,21
66407,EGY,FAIL,24,21
154862,GBR,FICL,62,21
361916,EGY,DIST,88,21
262359,IRQ,FAIL,22,18
67552,RSA,SECL,57,18
311834,FRA,FICL,69,19
398319,PAK,SECL,52,18
216207,IND,FAIL,27,21
343863,IRQ,FAIL,21,19
476240,EGY,DIST,91,22
110255,AUS,FAIL,24,22
542557,FRA,FAIL,19,20
940960,GBR,SECL,50,22
433195,GBR,FAIL,13,18
13010,RSA,FAIL,39,21
399968,EGY,DIST,93,19
843332,EGY,FAIL,21,19
584882,IND,FAIL,32,18
774249,RSA,FAIL,28,19
278277,RSA,FAIL,21,22
716026,EGY,DIST,89,22
529256,AUS,DIST,81,21
69282,AFG,FAIL,15,22
613706,GBR,FAIL,7,22
59504,AFG,FAIL,31,18
305512,AUS,FAIL,21,21
174453,EGY,FAIL,7,19
325982,AUS,PACL,42,22
804513,EGY,FICL,63,22
201856,IND,FAIL,17,21
929483,USA,SECL,53,18
13548,EGY,SECL,57,20
915327,AUS,DIST,92,18
130133,AFG,FICL,67,21
811167,IRQ,FAIL,18,18
734291,FRA,DIST,86,19
624384,EGY,DIST,96,22
741975,PAK,DIST,74,19
698321,IRQ,FICL,66,20
894789,AFG,FAIL,35,22
180336,AFG,DIST,89,22
152178,AFG,DIST,70,20
568021,USA,FAIL,31,22
659906,GBR,DIST,99,18
245259,IRQ,DIST,74,21
138668,GBR,FAIL,10,21
742812,AUS,DIST,88,21
830172,AUS,DIST,82,22
481643,AFG,FAIL,6,21
416749,AFG,FAIL,22,21
810712,USA,FAIL,20,18
79836,GBR,FAIL,37,19
994553,FRA,DIST,90,22
564052,RSA,FICL,68,21
985700,RSA,DIST,91,20
525848,EGY,DIST,81,20
439006,PAK,FAIL,33,19
557954,RSA,DIST,79,22
718023,EGY,FAIL,34,21
190401,EGY,FICL,61,19
515081,RSA,PACL,41,22
136913,IRQ,DIST,85,19
116642,IND,FAIL,28,22
992706,USA,FAIL,33,19
891013,EGY,DIST,75,19
582622,AFG,DIST,98,20
703580,EGY,DIST,81,22
968004,AUS,FAIL,31,20
741001,PAK,FAIL,29,18
223854,RSA,FICL,68,21
99206,IND,FAIL,39,20
599487,IND,DIST,88,22
43038,RSA,DIST,96,18
135077,EGY,FAIL,23,22
934000,FRA,PACL,44,18
906828,FRA,FAIL,29,20
533066,AFG,DIST,97,20
225779,EGY,DIST,75,21
130998,EGY,DIST,74,19
45706,AFG,DIST,100,18
128572,GBR,SECL,58,21
191187,FRA,DIST,76,21
402047,FRA,FAIL,34,22
983994,FRA,FAIL,24,20
414388,AFG,DIST,86,22
203809,GBR,DIST,84,19
34494,USA,FAIL,14,21
15014,IRQ,FICL,67,20
250485,RSA,SECL,58,20
399856,EGY,FAIL,10,18
320131,RSA,FAIL,7,21
910783,USA,FAIL,36,19
178013,PAK,DIST,91,21
984588,FRA,FAIL,28,18
736015,AUS,SECL,55,20
121642,IRQ,FAIL,35,22
500317,IRQ,FAIL,10,18
194550,RSA,FICL,60,18
684350,AFG,FAIL,12,19
525534,IND,SECL,51,20
278172,AUS,DIST,82,21
567394,EGY,FICL,60,20
119948,RSA,FAIL,8,22
933453,AFG,DIST,70,21
691100,PAK,DIST,88,21
192607,AFG,DIST,98,21
385050,EGY,DIST,96,19
964531,FRA,PACL,44,21
716824,AFG,SECL,55,19
686643,USA,DIST,94,18
570682,USA,FAIL,19,19
877333,EGY,DIST,78,19
799535,IND,DIST,76,22
889355,FRA,FICL,62,19
599466,PAK,SECL,51,19
2913,EGY,DIST,91,20
380364,IND,FAIL,36,22
276365,IRQ,SECL,54,20
560719,AUS,FAIL,4,22
843661,GBR,PACL,46,21
253311,IRQ,FAIL,22,22
71771,GBR,SECL,51,18
520691,FRA,FICL,63,20
630854,IND,FAIL,30,19
636874,RSA,FICL,65,19
130774,PAK,DIST,81,21
388738,AFG,SECL,52,18
569018,PAK,FICL,65,21
362788,FRA,DIST,79,20
168390,GBR,FAIL,0,19
716966,AUS,FAIL,26,22
761092,GBR,DIST,73,20
441062,GBR,DIST,73,21
693541,PAK,FAIL,20,18
872164,AFG,FAIL,8,21
920798,EGY,SECL,57,19
350903,AUS,DIST,77,18
474892,IRQ,PACL,45,20
525045,FRA,DIST,71,19
754327,AUS,DIST,84,19
633290,AUS,SECL,55,22
115846,USA,FAIL,29,20
130184,RSA,PACL,48,21
885182,FRA,FAIL,37,22
158752,GBR,FAIL,17,19
457699,IRQ,FAIL,38,18
59179,PAK,SECL,50,20
729589,IND,SECL,59,18
622928,FRA,FAIL,35,20
135092,PAK,FAIL,14,20
504051,AFG,DIST,77,18
951196,IRQ,FAIL,25,20
616459,USA,FAIL,0,22
290934,AFG,DIST,99,21
110418,GBR,FAIL,33,21
535950,USA,SECL,57,19
59736,USA,FICL,64,20
98159,RSA,FICL,62,22
245299,RSA,DIST,81,21
429444,GBR,DIST,70,19
616887,FRA,DIST,92,21
788658,FRA,DIST,77,22
913576,AUS,FAIL,30,18
307980,EGY,DIST,93,19
733331,PAK,FAIL,18,21
844885,FRA,FICL,62,18
284902,IND,DIST,91,18
687162,USA,SECL,59,20
132997,EGY,FAIL,11,20
642444,FRA,DIST,80,21
211119,EGY,FICL,68,18
532760,USA,PACL,46,18
380932,RSA,FAIL,20,19
565796,EGY,DIST,89,18
695131,USA,FAIL,34,21
178872,RSA,SECL,59,21
745792,PAK,FICL,60,19
432430,GBR,SECL,59,19
591867,GBR,FAIL,17,21
939850,PAK,PACL,45,19
614548,FRA,DIST,95,22
771100,EGY,FAIL,32,21
919667,PAK,SECL,53,18
612879,EGY,DIST,79,22
698963,GBR,DIST,85,22
580714,IRQ,FICL,64,18
871277,PAK,FAIL,3,22
733134,IND,FAIL,35,21
921472,AFG,DIST,82,20
553598,PAK,DIST,96,20
571272,IRQ,FICL,62,18
829871,GBR,DIST,78,20
571657,IND,SECL,55,20
587248,IND,PACL,49,22
604500,GBR,PACL,48,20
504575,PAK,FAIL,11,19
555,AFG,DIST,100,18
397352,EGY,DIST,99,19
136624,EGY,DIST,84,21
653978,USA,FICL,62,21
181065,EGY,FAIL,38,20
885227,FRA,DIST,70,21
709000,USA,SECL,57,19
64217,GBR,DIST,98,21
951531,AFG,DIST,77,18
440071,GBR,FICL,64,19
727880,AUS,DIST,82,21
463304,RSA,DIST,94,20
925501,IRQ,FAIL,18,22
315516,GBR,DIST,86,18
185369,FRA,DIST,77,22
959971,IRQ,DIST,81,19
411452,AUS,FAIL,2,22
525623,IRQ,FAIL,26,20
22650,RSA,DIST,96,18
57427,EGY,FAIL,33,21
420233,IRQ,FAIL,34,20
427380,RSA,FAIL,11,20
697254,AFG,FAIL,38,18
634598,EGY,SECL,58,20
231488,PAK,DIST,83,21
421083,PAK,DIST,87,20
115402,PAK,DIST,87,21
530554,IRQ,PACL,42,22
155426,AFG,FICL,67,18
530398,AFG,PACL,41,20
181324,AUS,DIST,99,18
579968,IRQ,DIST,74,19
348262,IND,DIST,81,19
293511,IND,FAIL,30,19
28409,IRQ,FAIL,31,20
258761,PAK,FAIL,38,21
703434,GBR,DIST,100,20
475856,AUS,FAIL,24,21
211750,AFG,FAIL,21,20
273825,EGY,DIST,84,18
522409,IRQ,PACL,48,22
428115,IRQ,FAIL,25,22
618236,EGY,FICL,68,21
647634,IRQ,DIST,87,18
307286,GBR,FAIL,24,18
555409,PAK,DIST,100,18
498808,AUS,FICL,67,19
635429,IRQ,FAIL,3,20
258997,AFG,DIST,83,18
546550,USA,FAIL,4,21
275142,FRA,FAIL,24,19
484719,IND,FAIL,14,21
989372,PAK,DIST,84,18
228099,USA,DIST,81,21
936091,GBR,DIST,91,21
111218,IND,FICL,63,18
341971,PAK,DIST,78,20
833866,EGY,PACL,44,18
815060,IND,FICL,69,21
547604,IRQ,FAIL,7,21
723804,IND,FAIL,10,21
100351,USA,FAIL,21,20
591850,PAK,FAIL,17,22
503352,USA,SECL,54,19
469295,USA,SECL,51,21
525999,IRQ,DIST,73,22
778104,EGY,FAIL,2,19
723829,USA,FAIL,12,18
221001,PAK,FAIL,18,20
502128,USA,DIST,99,18
951635,PAK,PACL,49,20
627354,EGY,SECL,51,19
129672,RSA,FAIL,39,22
23163,PAK,DIST,78,20
240515,GBR,SECL,51,19
844476,IRQ,FAIL,30,19
527494,IND,FAIL,32,21
424803,IND,PACL,44,21
329749,RSA,FAIL,14,18
612950,AFG,FAIL,8,21
350424,FRA,FAIL,2,21
420393,AFG,DIST,89,20
148915,USA,FICL,68,21
646633,IRQ,DIST,90,19
576978,IRQ,FAIL,18,19
578489,RSA,SECL,55,22
716606,IND,FAIL,23,19
762772,GBR,FAIL,32,20
793569,RSA,FAIL,1,20
582289,IND,DIST,96,22
902913,IRQ,DIST,97,18
390223,RSA,FAIL,35,18
203377,RSA,DIST,71,22
463350,AFG,FICL,66,20
193822,AUS,DIST,99,19
982369,FRA,DIST,85,21
364738,USA,DIST,75,18
890835,PAK,DIST,83,18
367834,USA,SECL,52,20
303347,RSA,SECL,51,20
437992,AUS,SECL,53,19
97156,AUS,SECL,51,22
679647,PAK,DIST,90,22
53228,USA,DIST,73,19
18872,FRA,DIST,94,18
393463,AFG,FAIL,37,21
637454,RSA,FAIL,38,20
591465,PAK,FAIL,31,21
313086,EGY,FAIL,36,20
356009,IND,PACL,45,22
534384,FRA,DIST,97,22
476314,FRA,FAIL,0,20
106119,IRQ,FICL,65,19
239619,EGY,DIST,70,19
955632,FRA,FICL,65,22
268175,USA,PACL,44,22
399608,AUS,FAIL,27,18
804262,GBR,DIST,83,18
277866,FRA,FAIL,5,20
650204,PAK,FAIL,11,20
992254,EGY,FAIL,3,22
586534,EGY,DIST,98,18
228129,IND,FAIL,29,20
330649,GBR,FAIL,17,19
721418,IRQ,FAIL,14,22
961847,IND,FAIL,31,18
241337,AFG,DIST,99,18
115327,AUS,FAIL,22,20
38551,RSA,FAIL,24,18
204494,GBR,FAIL,28,18
107394,AFG,FAIL,4,20
16678,AUS,DIST,85,19
518857,PAK,FAIL,34,18
39877,FRA,FAIL,25,18
253408,GBR,DIST,96,20
275566,IRQ,FAIL,12,18
898862,GBR,SECL,50,22
163991,RSA,FAIL,25,18
780979,AFG,FAIL,23,22
241156,IRQ,DIST,79,18
924168,EGY,DIST,100,18
66103,IND,FAIL,25,20
348388,AFG,DIST,73,22
475310,GBR,FAIL,21,19
289395,IRQ,FAIL,4,21
322324,IRQ,FAIL,24,21
55813,AFG,DIST,78,18
482886,FRA,FAIL,1,21
698787,GBR,DIST,76,18
927764,IND,DIST,74,20
827034,PAK,FAIL,7,21
656450,RSA,FAIL,29,20
663323,FRA,DIST,77,18
11647,IND,DIST,79,20
164792,GBR,SECL,55,18
9965,PAK,DIST,78,21
638180,EGY,DIST,89,19
957930,USA,FAIL,1,19
273925,FRA,FAIL,8,22
822932,AUS,FAIL,23,20
921030,USA,FAIL,12,21
305385,RSA,FICL,65,22
269709,GBR,FAIL,26,18
173126,IND,FAIL,15,20
96436,GBR,SECL,52,21
862165,IRQ,SECL,59,22
199379,RSA,PACL,46,19
44664,AFG,FAIL,15,18
31056,IRQ,FAIL,6,21
647957,EGY,DIST,71,18
694336,IND,FICL,61,18
498016,RSA,DIST,84,21
730421,IND,FAIL,31,20
778990,USA,FAIL,0,20
584804,AFG,PACL,49,18
51874,USA,FAIL,11,22
158500,AUS,FICL,63,18
28840,FRA,DIST,94,22
19386,AFG,SECL,59,19
523118,IND,FAIL,39,22
975113,RSA,FAIL,9,18
984248,EGY,FAIL,37,19
708510,PAK,DIST,76,19
731495,PAK,FAIL,10,22
117940,AUS,SECL,53,18
482060,IRQ,DIST,79,20
56132,AUS,FAIL,36,22
60062,AUS,FAIL,22,22
584971,USA,FICL,67,22
747895,FRA,DIST,78,21
30981,IND,FAIL,1,20
933865,EGY,FAIL,37,21
440515,AFG,PACL,44,19
209188,AFG,DIST,88,20
606322,IND,FAIL,20,18
841226,IRQ,FAIL,20,22
524904,USA,DIST,76,20
335332,AUS,DIST,75,20
780423,USA,SECL,55,19
391799,PAK,DIST,92,22
699887,AUS,DIST,99,19
138238,EGY,PACL,47,22
561756,USA,SECL,52,18
924514,FRA,DIST,91,21
303673,PAK,DIST,74,20
352294,RSA,SECL,58,20
535291,FRA,FICL,61,22
260830,FRA,FICL,65,21
315240,PAK,DIST,95,19
128095,GBR,FAIL,2,21
737867,IRQ,DIST,99,22
373012,USA,FAIL,24,20
22429,AFG,FAIL,21,22
90641,RSA,FAIL,7,19
711680,AUS,DIST,86,22
891979,PAK,DIST,83,20
98572,GBR,FAIL,6,19
361006,RSA,FAIL,39,21
310179,IND,FAIL,30,18
382442,RSA,FICL,62,22
354940,FRA,FICL,69,21
372671,EGY,FICL,68,20
325357,IND,DIST,72,22
664270,PAK,PACL,44,20
690373,AFG,SECL,50,19
77541,AFG,DIST,99,22
219219,RSA,FAIL,9,22
991965,PAK,PACL,42,20
652244,AFG,FAIL,16,20
283103,IND,DIST,83,21
436090,FRA,DIST,87,20
560555,IND,FAIL,38,22
